username, created_at, lng, lat, text
emmaluellab, Mon Apr 20 04:04:28 +0000 2020, -117.716173, 34.119017, i never thought I’d miss just aimlessly driving around Claremont with my friends with nothing to do. But here we are 
Suassuna50, Mon Apr 20 04:04:29 +0000 2020, -80.132962, 25.816966, @Bruno_Nobre @cirogomes Que blasfêmia 🤞🤞🤞 
RealBigSwank, Mon Apr 20 04:04:29 +0000 2020, -90.309235, 29.965083, @Queenaintshit_ @ayo_honeybee i’m tryna see why you playing on my nephew 🤔 @ayo_honeybee 
JohnnyBoy1465, Mon Apr 20 04:04:29 +0000 2020, -94.976601, 29.767947, i need some brain cells before quarantine end, buh the cells is silent... 
Jollity_xl, Mon Apr 20 04:04:29 +0000 2020, -80.546916, 43.482152, @ChantaineG You knowww 
_JaySantanaa, Mon Apr 20 04:04:29 +0000 2020, -118.411907, 34.020789, Lmfao, 4 years ago and this is still my mood: https://t.co/JOEabTVvL3 
Oxyyj_, Mon Apr 20 04:04:29 +0000 2020, -118.222017, 33.884968, @OleDirtyBrandon Bet that let me know 
conenor, Mon Apr 20 04:04:29 +0000 2020, -84.641254, 39.127477, Life isn’t about how much money you make, it’s about how many treats you give to your dogs 
tylerx12171, Mon Apr 20 04:04:29 +0000 2020, -92.486822, 31.293275, *Corey Maggette has entered the chat 
lil_dixon99, Mon Apr 20 04:04:30 +0000 2020, -111.880874, 33.282450, I’m moving to Nebraska 
macdestin, Mon Apr 20 04:04:30 +0000 2020, -86.456491, 30.398178, Larry Legend!  🏀 ! 
christinadeath, Mon Apr 20 04:04:30 +0000 2020, -86.270540, 45.001180, @DanielNewman @AttitudeMag 💋💋💋💋 
Banderas95j, Mon Apr 20 04:04:30 +0000 2020, -109.727291, 29.750095, @GrmnCota Ya muy pronto como en 6 meses jajajaja 
katherinecabr, Mon Apr 20 04:04:30 +0000 2020, -84.340338, 34.041212, @sushitrash Haha idk who you are but this photo looks like FRED circa 2007 
ajdoubleo, Mon Apr 20 04:04:30 +0000 2020, -81.926704, 33.782501, I run out &amp; I hear mfs from the bushes calling my name “Aj come here!” It’s Montana , Deshawn &amp; Tre Ball. They like… https://t.co/nGxMceVJbd 
BAD__MamaJama, Mon Apr 20 04:04:30 +0000 2020, -91.090800, 30.459100, @nyymonet Facts lmaooo I’m always available nowadays so it’s nothing! 
CoachAllred_91, Mon Apr 20 04:04:30 +0000 2020, -121.225009, 38.677822, Episode 1 &amp; 2 of #TheLastDance was 🔥🔥🔥 https://t.co/RwqCpJ3gie 
gjlowery, Mon Apr 20 04:04:30 +0000 2020, -83.152768, 42.666643, Excited to announce that I have received an offer from Urbana University!@JimCordle63 @SCHSArmorUp @TheD_Zone… https://t.co/A8D9IE1sgo 
_t_o_f_e_, Mon Apr 20 04:04:30 +0000 2020, -80.244984, 36.087169, Steve Haman seriously just flexes so hard with his streams. That clarity is unmatched. 
LuckyThanka, Mon Apr 20 04:04:30 +0000 2020, -110.970800, 32.219000, It has been a tough time for all of us and Covid19 has affected everyone. We would like to Thanks everyone for all… https://t.co/S7FBBbLxdZ 
MsDjHoodie, Mon Apr 20 04:04:30 +0000 2020, -112.124676, 33.552863, Passenger: "Um, your windshield is dirty."Me: " You know what that is?""Passenger: "... What?"Me: "That's called 'I've been working.'"🙄 
_jvmes4, Mon Apr 20 04:04:30 +0000 2020, -122.042974, 38.233362, @T_BONE98_ 😂😂😂😂😂😂😂😂😂 
lorimarieee, Mon Apr 20 04:04:30 +0000 2020, -91.401008, 30.937336, @annalengsavathk 👀 
suggswriter, Mon Apr 20 04:04:30 +0000 2020, -83.173867, 32.678207, Huh? https://t.co/Jfo2ezBhoO 
Mustafa03112548, Mon Apr 20 04:04:30 +0000 2020, -91.090800, 30.459100, @MysterySolvent @NG1951 I'm in pain after watching this 
therealgroper, Mon Apr 20 04:04:30 +0000 2020, -117.915261, 34.138088, @MagicJohnson i thought i saw you at the thrilla in manilla! 
stevensj413, Mon Apr 20 04:04:31 +0000 2020, -86.290863, 41.679655, Please be in a gangbang 
JuliusBryant, Mon Apr 20 04:04:31 +0000 2020, -84.433106, 33.767195, Molly does too much most of the time, but I wasn’t mad at her for asking ol’ boy to open up. That’s a red flag.  #InsecureHBO 
Bdecaro, Mon Apr 20 04:04:30 +0000 2020, -77.315400, 39.012062, Congratulations to Taylor Allgyer the winner of our gift card drawing for Brx American Bistro!! 🙌🏻🏆🤩 Thank you to e… https://t.co/DlkY8yBT6D 
JettSchuster, Mon Apr 20 04:04:31 +0000 2020, -117.587539, 33.599124, Once again @DanCrenshawTX speaks the truth, this guy is great. I gotta find something I don’t like about him otherw… https://t.co/EO4JcbHG49 
StaticMusicGr, Mon Apr 20 04:04:31 +0000 2020, -118.411907, 34.020789, @ChiTown_Eazy @Legendary_JT 😆 
j0nfl0, Mon Apr 20 04:04:31 +0000 2020, -158.026613, 21.394930, @JaimeKamalani Bruhhhh 💀☠️😂 
noss21, Mon Apr 20 04:04:31 +0000 2020, -111.931711, 34.168253, @ZackMann1997 Thank you Zack, hope all is well 😊 
yournotary, Mon Apr 20 04:04:31 +0000 2020, -81.520478, 41.588460, @raineydais She and Cynthia probably has secret friend contract 
RachelIvelia, Mon Apr 20 04:04:31 +0000 2020, -94.676500, 39.106800, I did it first 🤣🥰🤩🤩#og #color #greeneyes #lockdown2020 @ Kansas City, Kansas https://t.co/bBRjaK4qXV 
kaiokendall, Mon Apr 20 04:04:31 +0000 2020, -73.948775, 40.655138, But it’s cool now we friends lol just thought this tweet was hilariously accurate 😂😂 
spawnedIan, Mon Apr 20 04:04:31 +0000 2020, -79.272570, 43.629311, @SativaDivaHD It's officially 420 12 midnight where it begins a 24 hour celebration 4 #StonerFam #CannabisCommunity 
doan_denver, Mon Apr 20 04:04:31 +0000 2020, -89.266508, 39.739300, @keeganbkr @grantlockaby2 period 
daniellamybella, Mon Apr 20 04:04:31 +0000 2020, -76.300383, 40.039951, This is amazing 😍😍😍 
Itsriccaa__, Mon Apr 20 04:04:31 +0000 2020, -83.173867, 32.678207, happy 4/20 to all my stoners🌬🍃!! 
DrDoloresMize, Mon Apr 20 04:04:32 +0000 2020, -97.455741, 35.695222, @neeratanden You GO, Neera!!! 
mr_snipes, Mon Apr 20 04:04:32 +0000 2020, -87.732013, 41.833585, It’s some many quality women out here...Choosing the right one is hard 😅 
blvckdolll, Mon Apr 20 04:04:32 +0000 2020, -82.116175, 26.992598, God, ima need a clearer sign. 
OfficiallyMadii, Mon Apr 20 04:04:32 +0000 2020, -95.192680, 29.972668, @victoriamd2017 Yeah I’m just gonna wear them while i have my contacts ! 
ewhoneycutt, Mon Apr 20 04:04:32 +0000 2020, -122.630908, 45.536402, Between this and HHH in Blade Trinity, the Blade franchise is hitting the damn ropes. 
_lovedrea, Mon Apr 20 04:04:32 +0000 2020, -117.881969, 34.087543, I can’t wait to meet a guy that I can spoil and surprise with gifts 🥺 buy him things he wants 💞 
KoolAidBoomin, Mon Apr 20 04:04:32 +0000 2020, -83.399779, 33.956384, See them engagements goin up 🌚 
mjdemarinis, Mon Apr 20 04:04:32 +0000 2020, -96.148893, 41.165470, @tomshatelOWH Yep! I never saw the Racers play, but I always used to check their box scores in the OWH as a kid. 
A062250K, Mon Apr 20 04:04:32 +0000 2020, -117.730006, 33.560742, @donaldrusso994 @royalistajoe @POTUS This young woman is a plant paid to disparage President Trump. Remove her from  the United States. 
Colormetrippy, Mon Apr 20 04:04:32 +0000 2020, -90.011008, 29.982601, I loveee the rain,,, such a vibe. 
Grindseason3, Mon Apr 20 04:04:32 +0000 2020, -83.173867, 32.678207, @nicktroyfort11 🔒‼️ 
MUSHSWAGCOMETS, Mon Apr 20 04:04:32 +0000 2020, -92.342322, 34.721886, PCYS LEADERSHIP INSTITUTEMay 15 Virtual Signing!@pcssdschools @Millscomettv @MillsAlumnAssoc https://t.co/D5i7yjRj1D 
AdrieannaMV, Mon Apr 20 04:04:32 +0000 2020, -97.754724, 30.323346, I need my nails done. 
Stnerpuffprnces, Mon Apr 20 04:04:32 +0000 2020, -87.436011, 41.377183, Okay isolation isn't so bad any more. 
biglionmane, Mon Apr 20 04:04:32 +0000 2020, -83.895411, 43.371012, My bad @KiLaKaS https://t.co/ZFX5mpRtNa 
partee210, Mon Apr 20 04:04:32 +0000 2020, -96.761753, 32.819858, That shit was cold 
VanessaVonZed, Mon Apr 20 04:04:33 +0000 2020, -122.077034, 37.953817, @PaulinaLaponte At mi Pauli... lo siento muchoCuál era teito???? El Golden retriever??? 
Marv_payne, Mon Apr 20 04:04:33 +0000 2020, -79.420865, 38.003376, @THE_Dan_Patrick your right on former since he left the white house its obvious he doesn't give a damn about the mu… https://t.co/SZ9LHd57lT 
JuanTuGuia, Mon Apr 20 04:04:33 +0000 2020, -107.342056, 24.662488, Me pongo chinito 
evilrobbnoxious, Mon Apr 20 04:04:33 +0000 2020, -71.800337, 42.266745, I’ve been scanning old film from like 20 years ago. Here’s a image of @linkinpark from 2003 at the @palladiumshows… https://t.co/vyChzyjvN0 
HadleyDarling, Mon Apr 20 04:04:33 +0000 2020, -79.272570, 43.629311, @MsCharlotteX please take all the time you need from twitter but know that there are so many here who care about yo… https://t.co/VBWbrva1U0 
reneeautumnray, Mon Apr 20 04:04:33 +0000 2020, -84.433106, 33.767195, https://t.co/4vTyRQ6Rix 
IBWH1213, Mon Apr 20 04:04:33 +0000 2020, -84.768662, 42.258467, Just posted a photo @ Lincolnshire Townhomes https://t.co/Mhqha9Y6dD 
_RealJoshEvans, Mon Apr 20 04:04:33 +0000 2020, -96.785531, 32.604786, My baby tired but I really do appreciate everything she do for me 🤗 
curtab7, Mon Apr 20 04:04:33 +0000 2020, -117.022695, 38.502147, @JohnPeale @MLBcathedrals @PoopNation3 @MLBONFOX @Brewers @Cardinals @Reds @Pirates @Cubs @fswisconsin… https://t.co/yG4t82M6ul 
511NY, Mon Apr 20 04:04:33 +0000 2020, -73.193813, 41.190554, Construction on #S8N NB at 0.31 miles before Exit 4 (LINDLEY ST) https://t.co/aCPAqkiXIU 
EKat, Mon Apr 20 04:04:33 +0000 2020, -122.227400, 37.484900, Saturday it rained all day but I made @darth_hera and @BlissYourMoney get in the hot tub with me anyway. You can se… https://t.co/DHDCWdekMg 
ravila_g, Mon Apr 20 04:04:33 +0000 2020, -81.197276, 28.588445, @carlos_rmd https://t.co/ybeAruBAzV 
VVVXNCE, Mon Apr 20 04:04:33 +0000 2020, -76.949078, 39.054680, @tobbiOD She broke up with you bro? 
pachecobiz, Mon Apr 20 04:04:33 +0000 2020, -121.144031, 38.690864, Sunday Agenda. Item 3.Today was a good day to regroup and devise plans for the future.#freshair #folsom… https://t.co/i9I0jo8VJI 
KkSoHollywood, Mon Apr 20 04:04:34 +0000 2020, -90.011008, 29.982601, uhhhh wtf is happening outside.... 
5STARJACOBY, Mon Apr 20 04:04:34 +0000 2020, -96.761753, 32.819858, @daveon_maston Nahh fr 
ramiroportero01, Mon Apr 20 04:04:34 +0000 2020, -117.888193, 34.116232, @Route_66_DM Esos son de Mi Pueblo San Juan 
KevinConstant5, Mon Apr 20 04:04:34 +0000 2020, -71.683502, 42.036939, @jonathan10p_ Swept in the finals Jp is bad bro is equivalent to us getting crack to Lhs in the Christmas tourney I… https://t.co/MVDPh8jBW9 
CharminEXSoft, Mon Apr 20 04:04:34 +0000 2020, -100.076888, 31.168893, @TheTrueAMG @BluesDank Let’s go 👍 @Litlcowgirl9 @ChristianM_2000 @W0LFM4N92 @Harvey40000 @MonsterCowboy @TheLaneShift 
mayatja, Mon Apr 20 04:04:34 +0000 2020, -91.090800, 30.459100, Maybe I do deserve someone else but I always wanted you 
Liltae1, Mon Apr 20 04:04:34 +0000 2020, -83.725610, 42.994459, @PastorDBMorton Ma, I need one in red please? 
__zhariau, Mon Apr 20 04:04:34 +0000 2020, -87.732013, 41.833585, 😜 
979_7740, Mon Apr 20 04:04:34 +0000 2020, -85.978600, 35.830522, @self_loathing17 @KikiTBird @bigredwavenow Bahahaha 
christianhope23, Mon Apr 20 04:04:34 +0000 2020, -95.227378, 32.223647, This man was slept on. Easily one of my favs! 
maylinmf, Mon Apr 20 04:04:34 +0000 2020, -97.547392, 25.558993, @Javiercobos22 🤢🤮😷 
Forty9Reazons, Mon Apr 20 04:04:34 +0000 2020, -119.306608, 37.269176, @grantcohn They have no draft picks to trade to us haha 
estoyconbukele, Mon Apr 20 04:04:34 +0000 2020, -79.420865, 38.003376, @yami_jahlogis @YamillethVelas1 @helenavila12 @NuevasIdeas16gt @anitazep19 @KariBGytantos @Chinita_Lohan… https://t.co/E0AVcWCMW6 
TylerWarlock, Mon Apr 20 04:04:34 +0000 2020, -73.968542, 40.780709, Wow #GuardiansOfTheGalaxy is actually really good!! Already on #2!! 
CraigLoperSPX, Mon Apr 20 04:04:34 +0000 2020, -91.090800, 30.459100, @Austin__Smiley 🙄 I’m chasing that ring and bragging rights. 
el_cochimaru, Mon Apr 20 04:04:35 +0000 2020, -98.540651, 29.417501, @jrodx21 It happens to the best of us lmao 
hollandtay3, Mon Apr 20 04:04:35 +0000 2020, -81.459222, 31.209831, Back making shirts tomorrow, i haven’t used my machine in so long. HMU 🥰😚 
Dame20v, Mon Apr 20 04:04:35 +0000 2020, -74.245455, 40.624274, That doc gave me life 
MatthewSfirakis, Mon Apr 20 04:04:35 +0000 2020, -86.222084, 35.373698, @mariahdanae15 @Giannis_An34 Χριστός Ανέστη @Giannis_An34 @mariahdanae15 to you and your families.  My son Andreas’… https://t.co/bTkrqH0Gd8 
nbt_romeo, Mon Apr 20 04:04:35 +0000 2020, -111.737566, 33.405755, That boy hit so soft 😂😂😂 
loshxjunn, Mon Apr 20 04:04:35 +0000 2020, -84.270277, 33.726083, @sadboiiben Leave Johnny Ramone alone! 
sophizzlev, Mon Apr 20 04:04:35 +0000 2020, -122.435979, 37.770657, @thediscobitch I told you it was something else 
melaninards, Mon Apr 20 04:04:35 +0000 2020, -83.099288, 42.352787, I miss doing this 🥴 
SaghiKhani, Mon Apr 20 04:04:35 +0000 2020, -83.002085, 42.295065, @samirro89 😂🤣 
CohoeDeidre, Mon Apr 20 04:04:35 +0000 2020, -119.319526, 36.319486, #RIPCALIFORNIANS 
m_orlondo, Mon Apr 20 04:04:35 +0000 2020, -106.632718, 35.117002, Thank you very much for good judgment from an idiot. https://t.co/cdrPpjEKZ4 
danyelss, Mon Apr 20 04:04:35 +0000 2020, -111.498181, 28.969863, @JuanVilloro56 @vpareto16 @Almadia_Edit GRACIAS 
m4dsn, Mon Apr 20 04:04:35 +0000 2020, -83.173867, 32.678207, My sis threw down on this food! @_rightANG 
ddenato04, Mon Apr 20 04:04:36 +0000 2020, -116.653188, 43.643904, @JeremyKawika Those Celtics highlights, man...also the preview of next week. Lebron is bigger than all of those bad boys. 
TY1erZ, Mon Apr 20 04:04:35 +0000 2020, -73.849441, 40.850347, Carti lied again 😔 https://t.co/lW2ntUWRlL 
chanel420_, Mon Apr 20 04:04:36 +0000 2020, -82.669467, 40.365160, I don't remember anything from high school other than kids dying and being depressed haha fuckkkk 
quick6ko, Mon Apr 20 04:04:36 +0000 2020, -86.583771, 34.855852, I’m supposed to be watching the MJ documentary tripping 
CB_ShotIt, Mon Apr 20 04:04:36 +0000 2020, -87.732013, 41.833585, @BossUpErin @kvshx_ Yea I watched it wit my og before. 
Miilashaa, Mon Apr 20 04:04:36 +0000 2020, -82.985772, 39.994684, Hurt me 😢 
HyperboleGrant, Mon Apr 20 04:04:36 +0000 2020, -122.315421, 37.552481, If by page 4 I find two major typos or graphical errors, my new game is not learning the rules but finding more of your fuck ups. 
JSanch82, Mon Apr 20 04:04:36 +0000 2020, -95.158936, 29.668301, 🤮 
Diegodeleon5445, Mon Apr 20 04:04:36 +0000 2020, -87.732013, 41.833585, @MiltyNotGuilty @Cheez444 @HernyThooo @acmilan A move America buddy get it right im essential not like those fakes at blue raven 
ptrckslva, Mon Apr 20 04:04:36 +0000 2020, -122.452698, 37.678780, @francisbrix03 Wala akong breds sir. 😥 
jaaaykitty_, Mon Apr 20 04:04:36 +0000 2020, -116.237907, 33.744633, Bitch I can’t wait till my selfie light comes in 🤓 
shaqpeaz, Mon Apr 20 04:04:36 +0000 2020, -80.476404, 43.430240, https://t.co/4j7rTQ9JGS 
RatherEarnest, Mon Apr 20 04:04:36 +0000 2020, -97.392325, 30.355210, @taylorsencore @NautilusCarly And you can't restart the game 
rodrigueztori_, Mon Apr 20 04:04:36 +0000 2020, -98.713084, 29.550182, Making a smaller version of this board it will feed 4 people. Cheese: burrata, manchego, brie, &amp; gouda. Meat: prosc… https://t.co/GafXvF0yVu 
zachanthems, Mon Apr 20 04:04:37 +0000 2020, -80.723060, 43.135954, I don't know why I keep opening my calendar app... There's nothing for me there. 
destnyranae, Mon Apr 20 04:04:37 +0000 2020, -93.294766, 30.847570, like this one time i was talkin to this nigga n he go call me a BRAT, i got sick af 
aniabel11, Mon Apr 20 04:04:37 +0000 2020, -81.367773, 28.501678, Happy 4/20 🍁 
GeorgeW58533682, Mon Apr 20 04:04:37 +0000 2020, -83.804475, 27.698682, @Thomas1774Paine Wow what an idiot 
cuervoraven_, Mon Apr 20 04:04:37 +0000 2020, -83.601802, 42.245713, What’s y’all finsta? 
______Smokey, Mon Apr 20 04:04:37 +0000 2020, -84.340338, 34.041212, @CoachCrick They was trash back in the day. Not athletic one bit lol 
Austin__Smiley, Mon Apr 20 04:04:37 +0000 2020, -91.090800, 30.459100, @ReggieChatman @CraigLoperSPX Get outta here Dale 
quis__custodiet, Mon Apr 20 04:04:37 +0000 2020, -118.136620, 33.942730, 0404ZN955LA COUNTY OF LOS ANGELESN33.9427 W118.1366Altitude: 700ftCourse: 70ºGroundspeed: 130kts https://t.co/mtYqwcArgg 
2coolforyoulisa, Mon Apr 20 04:04:37 +0000 2020, -75.117998, 40.004866, BITCH BITCH BITCH OH BITCH HE LOOKS SO FKN GOOD 
deannaflores_, Mon Apr 20 04:04:37 +0000 2020, -98.540651, 29.417501, Did MJ really open up the documentary like that?? don’t give a damn 🤣 
kennethjly_, Mon Apr 20 04:04:37 +0000 2020, -79.616073, 43.555244, I bet your mcm listens to carti in the shower 
vinfrankl, Mon Apr 20 04:04:37 +0000 2020, -95.446486, 29.838495, @duffygirl8 @MarcZenn ...interesting...what would you do?...🤔 
Darnell__16, Mon Apr 20 04:04:37 +0000 2020, -83.173867, 32.678207, @juansitouuu Es que todos mis followers lo quotean y lo mencionan #tears 
TonyHunt3, Mon Apr 20 04:04:37 +0000 2020, -77.236969, 38.805115, 😂😂 
JassSymone, Mon Apr 20 04:04:37 +0000 2020, -77.811654, 35.972276, This the one @nych_thealpha 😭😭 
tgijoseph, Mon Apr 20 04:04:37 +0000 2020, -73.849441, 40.850347, https://t.co/6d9hdmlyiU 
ppporscha, Mon Apr 20 04:04:37 +0000 2020, -75.016135, 39.830245, @frenchkashy Which one 
_Kayaaaaaaaaaaa, Mon Apr 20 04:04:37 +0000 2020, -76.865983, 38.852764, @blackonthegram Lol clearly 
rschaef9, Mon Apr 20 04:04:37 +0000 2020, -74.209999, 40.824905, @Toper315 @amazingdevilmus YES! It’s a plan! 
_carielana, Mon Apr 20 04:04:37 +0000 2020, -97.754724, 30.323346, @Que_Hill Someone had to say it 👏🏼 
MrDJSmoothB, Mon Apr 20 04:04:37 +0000 2020, -97.285913, 32.779967, @realDonaldTrump Always lying. https://t.co/0kYp7Ob83Z 
GarBercury, Mon Apr 20 04:04:38 +0000 2020, -77.604684, 41.117936, You do it to win ALL THE TIME. 
Briannk398, Mon Apr 20 04:04:38 +0000 2020, -83.986413, 35.726182, @RepAdamSchiff We’ve gotten $1,200 for individuals and $2,400 for couples, already @RepAdamSchiff!! Now let’s help… https://t.co/B0vnojtHZb 
3Gs_RONALD, Mon Apr 20 04:04:38 +0000 2020, -98.540651, 29.417501, My phone acting weird yo 
ItzDoodleee, Mon Apr 20 04:04:38 +0000 2020, -86.680738, 32.576227, @KapzGG Yeah 
xXmoonbeamXxx, Mon Apr 20 04:04:38 +0000 2020, -82.717093, 28.248530, I really thought I was about to fall asleep. But right before my eyes were to close I learn it’s time for a… https://t.co/ktjFsuS9AR 
hosienation, Mon Apr 20 04:04:38 +0000 2020, -86.561017, 36.009534, Nutty Professor 2: One Too Many Bites at the Apple, is on @tvonetv right now. 
_willaaaa, Mon Apr 20 04:04:38 +0000 2020, -80.178392, 26.039680, @susieg1208 “i’m baby 🥺” is what i would say cuz im a softy 
majesticairr, Mon Apr 20 04:04:38 +0000 2020, -95.446486, 29.838495, @yagirlbrianna_ Tehehe ily 🌙 
TheAaronShandy, Mon Apr 20 04:04:38 +0000 2020, -96.863795, 32.604153, One of the realists tweets of the night #TheLastDance 
RASHAUNALRAFI, Mon Apr 20 04:04:38 +0000 2020, -84.475291, 33.657586, https://t.co/Dmdqijg7uA 
CoachChaffin, Mon Apr 20 04:04:38 +0000 2020, -86.435508, 36.965671, I’m dead. I’ve never seen this before 
actuallyitskay, Mon Apr 20 04:04:38 +0000 2020, -75.117998, 40.004866, @unclelondonn__ Wait a minute.. https://t.co/J3c3DoFc9X 
DebraKStone1, Mon Apr 20 04:04:38 +0000 2020, -122.281278, 37.964937, @PoetAshes I don’t know Ren. I see your point.  What state are you in?  It is scary, the whole damn thing is. But I… https://t.co/Xivp6LgHtd 
duuudde_itz_dom, Mon Apr 20 04:04:39 +0000 2020, -98.422527, 34.620960, Who wants to go to the bourbon room with us in Cali?!😍🤘🏻 
Calumswldflower, Mon Apr 20 04:04:39 +0000 2020, -81.497150, 41.313501, @Red_RedDesertM @LifeAsAdrianna https://t.co/loF1pL6H1h 
OscarEd99610666, Mon Apr 20 04:04:39 +0000 2020, -101.166961, 25.032632, @mujerlunabella https://t.co/4gD1IqDtGE 
DrewDog12380, Mon Apr 20 04:04:39 +0000 2020, -74.123225, 40.960645, @Crypto_doughdoe Little fake out but it definitely played out!! https://t.co/y93qZRsj9r 
dona4theworld, Mon Apr 20 04:04:39 +0000 2020, -114.072836, 46.858555, https://t.co/IlOD04uczF 
ejw__, Mon Apr 20 04:04:39 +0000 2020, -96.761753, 32.819858, if you’ve been having secs, I hate you. 
titavzz, Mon Apr 20 04:04:39 +0000 2020, -98.152419, 26.347525, @Karynina7 @BeaCastilla7 habla cn ella https://t.co/gbnoXvsQ0e 
vensdale_zep, Mon Apr 20 04:04:39 +0000 2020, -82.669467, 40.365160, In terms of masked folk, Kaneki is like the lamest one Like he's a good character in his own right, but that mask… https://t.co/gqrcNudjLx 
comer2032, Mon Apr 20 04:04:39 +0000 2020, -89.922029, 35.133521, The CDC estimates there were 34,200 deaths in the entire 2018-2019 flue season, COVID-19 took over 41,000 in one mo… https://t.co/A34jhfMQ8G 
stylebytina923, Mon Apr 20 04:04:39 +0000 2020, -73.948775, 40.655138, This!!! Give me the respect of s headsup! 
mbpRivals, Mon Apr 20 04:04:39 +0000 2020, -95.326899, 29.547885, Who wins the hate trophy? 
little_kianna, Mon Apr 20 04:04:39 +0000 2020, -115.569671, 32.847185, I should have left work 2 hours ago but yet I’m still here watching Netflix haha 
Fran45017827, Mon Apr 20 04:04:39 +0000 2020, -103.650848, 26.293714, @PornProsOficial @dulce_eva_vip33 Ola ermosa mujer temuebes bien rico mamasita chiquita 
Kymi917, Mon Apr 20 04:04:39 +0000 2020, -87.732013, 41.833585, @anthony24scar @B_Hickey6 I get why he signed it; he was smart to do that but they should’ve recognized they needed… https://t.co/ho57bzLFsa 
DrRamiroRamirez, Mon Apr 20 04:04:40 +0000 2020, -100.293591, 25.641718, Israel tuvo 100% de efectividad entre enfermos de coronavirus y evita el deceso de los pacientes graves... ¿Qué h… https://t.co/rcrG1BJLW5 
Bry_Bry_Guy, Mon Apr 20 04:04:40 +0000 2020, -111.888700, 40.612215, It’s a party at my house. Nobody is invited. 
DAW_LGFG, Mon Apr 20 04:04:40 +0000 2020, -89.390275, 31.316364, @CCoachspoon tell me you got this block 👀 #SMTTT @SouthernMissMBB #TheLastDance 
MrNaassir, Mon Apr 20 04:04:40 +0000 2020, -73.831187, 40.670879, https://t.co/e1YnqoCpad 
Orlandorobless, Mon Apr 20 04:04:40 +0000 2020, -101.929882, 28.351436, Quien es esta reina ? La quiero de amiga ,,,,, 
Ha_Ha_Ha_Ha_254, Mon Apr 20 04:04:40 +0000 2020, -100.076888, 31.168893, https://t.co/VmndZCfZNC 
thetoyman1, Mon Apr 20 04:04:40 +0000 2020, -115.038337, 36.006256, @ramonashelburne @DrRobertKlapper I’ve said that all night. 
DavidEM47, Mon Apr 20 04:04:40 +0000 2020, -73.831187, 40.670879, @valentinaveleva @Tellythecairn @JudyRunchey @NYGovCuomo Somehow passing two items - each used basically once - aro… https://t.co/XPkLTNIflk 
zoebunni1, Mon Apr 20 04:04:40 +0000 2020, -80.122619, 26.721896, I said this but then I deleted it cause they don’t deserve to ruin these good things for me 
mollymcdonalds, Mon Apr 20 04:04:40 +0000 2020, -122.279521, 37.875845, all my personal placements said what’s up 
TinaSmi43212544, Mon Apr 20 04:04:40 +0000 2020, -115.223125, 36.232915, Rally scheduled Hitler's birthday April 20th https://t.co/LWBW1jerS1 
dkmparedes, Mon Apr 20 04:04:40 +0000 2020, -73.831187, 40.670879, @char97616309 @JokerofTheWild @ikazushininja24 Bro I wanna know 
jacobhamre_1, Mon Apr 20 04:04:40 +0000 2020, -122.908816, 42.378721, https://t.co/YvAIsTUKbr 
zharper25, Mon Apr 20 04:04:41 +0000 2020, -81.516751, 41.080877, @El_Sav The whole time I was watching I was like damn this dude really is under appreciated by our generation 
TaiilzMf, Mon Apr 20 04:04:41 +0000 2020, -115.234435, 36.018805, @RealKhavaliBlu Me leaving you at the park https://t.co/ZN4ObV8QNk 
t_scott89, Mon Apr 20 04:04:41 +0000 2020, -96.761753, 32.819858, @sabrinasagan I just got off the phone with my best friend of 3 years and had the realization that I truly don’t li… https://t.co/21OzCV4kFo 
CoelhoGreiner, Mon Apr 20 04:04:41 +0000 2020, -119.306608, 37.269176, Happy birthday Jayne 
kgeorgel1, Mon Apr 20 04:04:41 +0000 2020, -80.285260, 25.669397, LET YOUR DREAMS BLOSSOMEMPOWERING ENTREPRENEURSHIP IN  USA AND BEYOND!BUILDING GLOBAL INNOVATORSMORPHOSIS GLO… https://t.co/YBUovKU0ZR 
KashKaejay, Mon Apr 20 04:04:41 +0000 2020, -93.809434, 32.461107, Ain mean to hurt her feelings but the bit was hurting mine 
Davion41, Mon Apr 20 04:04:41 +0000 2020, -118.411907, 34.020789, Scottie been getting played by Jordan. Jordan used to watch horse races before their flights and then turn around a… https://t.co/PLeWdKWpAe 
harleydog1028, Mon Apr 20 04:04:41 +0000 2020, -78.994640, 33.672845, @SurvivorPenner This is your all's friend Elaine from Myrtle Beach. You know I'm in an ordered my shirt and anxious… https://t.co/jMalwewJfc 
itspablooo_vgp2, Mon Apr 20 04:04:41 +0000 2020, -118.411907, 34.020789, i did it, i beat final fantasy 7 remake and it was amazing! it was all i hoped for and more! the level of work that… https://t.co/Ow4uRijZNF 
miranda_18__, Mon Apr 20 04:04:41 +0000 2020, -83.508889, 31.455103, literallyyy 
SuttonJordon, Mon Apr 20 04:04:41 +0000 2020, -120.419584, 34.932367, How are states possibly gonna open up in may when there are new cases of Covid-19 everyday. Stupidity 
PittPensPats, Mon Apr 20 04:04:41 +0000 2020, -79.973021, 40.371231, @LetsWeeb 🏐 
StaceyGillard, Mon Apr 20 04:04:41 +0000 2020, -122.917508, 49.206752, @allebsupernova https://t.co/q8kpj36HrE 
BrianJSmith22, Mon Apr 20 04:04:41 +0000 2020, -86.441236, 39.766555, Scottie deserved a new contract for this dunk alone. #LastDance 
