username, created_at, lng, lat, text
12bridgecider, Mon Apr 20 04:04:42 +0000 2020, -122.641388, 45.369307, @revnatscider @PortlandCider @youslept Yep, no reason to toss a perfectly good can. 
jennamfeo, Mon Apr 20 04:04:41 +0000 2020, -114.310609, 34.491053, Whatever. I’m keeping them. #hoarder 
TristenMBT, Mon Apr 20 04:04:42 +0000 2020, -97.135638, 32.701850, @heccblake Homemade it is. Now homemade bbq sauce I have attempted. She’s worth it 
Amansitojr, Mon Apr 20 04:04:42 +0000 2020, -73.968542, 40.780709, @AndersonMejiaTV Team flacas. 🏃‍♂️🏃‍♂️🏃‍♂️ 
PeteSampson_, Mon Apr 20 04:04:42 +0000 2020, -86.290863, 41.679655, @Andy_Staples South Bend’s finest export 
mmmarylandhomes, Mon Apr 20 04:04:42 +0000 2020, -77.236969, 38.805115, It's our right to be free! #share 🇺🇲🇺🇲🇺🇲 #lockdown #Facts#BeWell #Freedom #420day #LandofTheFreeHomeofTheBrave… https://t.co/Jz8pSPgs7W 
lvisaa, Mon Apr 20 04:04:42 +0000 2020, -73.831187, 40.670879, Larissa and I been going through it recently. Ok, idk if she has, but I have. And I know I never go through shit al… https://t.co/4l3nNhgJCD 
willbyington, Mon Apr 20 04:04:42 +0000 2020, -87.732013, 41.833585, I’m still thinking about the excellent @RollingStones performance last night on #OneWorldTogetherAtHome. I’m worrie… https://t.co/6yaYEK4yy3 
M1ggsTortellini, Mon Apr 20 04:04:42 +0000 2020, -122.430277, 48.753353, It is my life goal to host SNL 😢 
kiaaa1203, Mon Apr 20 04:04:42 +0000 2020, -73.831187, 40.670879, I’ll do anything to keep you safe and happy when I care about you. 
Raaxmaaa, Mon Apr 20 04:04:42 +0000 2020, -95.446486, 29.838495, Bullshit 
kenliedavis, Mon Apr 20 04:04:42 +0000 2020, -94.128634, 30.086918, hate sleeping alone 
Hi_ImApril, Mon Apr 20 04:04:43 +0000 2020, -82.815236, 34.693922, Is it time for a new avi? 
skinnyjeans81, Mon Apr 20 04:04:43 +0000 2020, -82.519207, 34.776540, @GarrettSmithley you need a chicken suit lol 
camay__, Mon Apr 20 04:04:43 +0000 2020, -76.412963, 39.346576, It’s really crazy how you can become a stranger to someone you were once so close with 🥴 
Lilron_5, Mon Apr 20 04:04:43 +0000 2020, -75.117998, 40.004866, @tyree49_ 😭😭😭 
ToriNeel, Mon Apr 20 04:04:43 +0000 2020, -100.076888, 31.168893, we said this a many of times 
EvanClosky, Mon Apr 20 04:04:43 +0000 2020, -98.540651, 29.417501, @Jake_M_Garcia https://t.co/isEYFYHSrX 
_teyyyy, Mon Apr 20 04:04:43 +0000 2020, -79.857363, 36.090397, Oh snap 
fallonnnxo, Mon Apr 20 04:04:43 +0000 2020, -79.857363, 36.090397, Gabby be calling this girl big bird💀💀 
awful151mike, Mon Apr 20 04:04:43 +0000 2020, -98.540651, 29.417501, @AwfulSer @dannyv427 I hate that you keeping me up i need to sleep lol 😂 
daynakayyy, Mon Apr 20 04:04:43 +0000 2020, -86.142922, 39.779562, im a psycho path i feel no physical pain ever 
Versharky, Mon Apr 20 04:04:44 +0000 2020, -101.344435, 37.175071, When Rick finally finished Neegan&gt;&gt;&gt; 
BlanishRobinson, Mon Apr 20 04:04:44 +0000 2020, -73.948775, 40.655138, i suck at the talking stage 5 mins in im texting the gc i found somebody real 😩🤣 
shexMexHer_, Mon Apr 20 04:04:44 +0000 2020, -76.593943, 24.074967, @ShaunnaAllicia @DsweetestD @RemedyLovegood @PumpkinSpice242 @e_alexZondria @CurvesinColor @iamsheneika… https://t.co/QD7BQ7PnZl 
kevindunbar666, Mon Apr 20 04:04:44 +0000 2020, -76.885166, 45.267437, @BrianCh21372640 @JohnCleese Global warming deniers rail against windmills because they kill a few birds a year. Ho… https://t.co/euP3Fx6APE 
ThatUpchurchKid, Mon Apr 20 04:04:44 +0000 2020, -81.800579, 32.440511, Happy holidays! 
SinghKahlonSan, Mon Apr 20 04:04:44 +0000 2020, -79.616073, 43.555244, @HwiNoree1 @ShawnETurner1 @GlblCtzn @BillGates @melindagates @WHO @WHO is a corrupt organization and supporting som… https://t.co/G1Rh88pJ2s 
joshconcep, Mon Apr 20 04:04:44 +0000 2020, -119.306608, 37.269176, poemists. 
ThePomrenke, Mon Apr 20 04:04:44 +0000 2020, -122.805579, 45.484892, Most Extreme Elimination Challenge was a BANGER of a show. 
FunkDrSpock1975, Mon Apr 20 04:04:44 +0000 2020, -74.442088, 40.642982, @kievaliant @MrCFB @CharlesPPierce @GlenCampbell The Wrecking Crew are legends! 
PaperstacksHit, Mon Apr 20 04:04:44 +0000 2020, -84.314792, 33.706392, @tohhstie Dm me 
bev_k_, Mon Apr 20 04:04:44 +0000 2020, -78.613697, 35.690305, i’m seeing mine this weekend tho, fuck it 
peterstringer, Mon Apr 20 04:04:44 +0000 2020, -71.088712, 42.313670, Jackson surviving the Chong Li curbstomp is only the 3rd or 4th most ridiculous plot point of Bloodsport. #SMTA 
rksimonlaw, Mon Apr 20 04:04:44 +0000 2020, -80.132962, 25.816966, @Tendraftsdeep @Darrell_Clem And this one is still one of my favorite songs of all time by John.https://t.co/J8dvxcoGZk 
colombian085, Mon Apr 20 04:04:45 +0000 2020, -80.233328, 25.782353, Follow train lets do itt 
_amandamarino, Mon Apr 20 04:04:45 +0000 2020, -81.402347, 28.299371, preciso de uma limpeza de pele pra ontem 
chspsych, Mon Apr 20 04:04:45 +0000 2020, -88.142512, 41.519556, @Hannahg246 Happy Birthday Hannah! 🎈🎂🎈 
Jordan_NO_23, Mon Apr 20 04:04:45 +0000 2020, -86.680738, 32.576227, Que the #jerrykrause memes 
RudeneyAA, Mon Apr 20 04:04:45 +0000 2020, -92.436774, 38.304558, @AtheistRepublic I want bourbon, I want scotch, I want beer! 
shotbydominque, Mon Apr 20 04:04:45 +0000 2020, -118.411907, 34.020789, @TyreeBP You be preaching 
blk_dahlia2, Mon Apr 20 04:04:45 +0000 2020, -122.349511, 47.502955, This man eye stay fucking with him. 
_bblu_xoxo, Mon Apr 20 04:04:45 +0000 2020, -117.022695, 38.502147, Can’t wait to be at the beach after all this 😩 
MoniqueFuentes3, Mon Apr 20 04:04:45 +0000 2020, -80.233328, 25.782353, @robertsfone9 @N7RockyTheRock That’s right hon, you got me right! 🥰 
OhhJeremiah_, Mon Apr 20 04:04:45 +0000 2020, -112.424976, 33.412872, I remember my days like that 😞 
avasquez1249, Mon Apr 20 04:04:45 +0000 2020, -119.560413, 36.517903, Blinding Lights. https://t.co/nsLw6iJVgA 
CoachBouzas, Mon Apr 20 04:04:45 +0000 2020, -83.804475, 27.698682, @video_kid @dlbags @raweeezy @jt_teran It's so damn good 
faithmitchy, Mon Apr 20 04:04:46 +0000 2020, -96.761753, 32.819858, beyond annoyed. 
OMFGITSERIN_, Mon Apr 20 04:04:46 +0000 2020, -75.483936, 40.591825, @_baeda_ See i thought so ... i hope so too 😍 
nacbot, Mon Apr 20 04:04:46 +0000 2020, -71.784700, 42.355913, so high - Zman &amp; Runna Beats [ official audio ] https://t.co/60kNXJI9mT via @YouTube my sons music 
rollamichael, Mon Apr 20 04:04:46 +0000 2020, -122.199000, 47.617200, Five alarm fire! Ok was making chicken paprikash for the first time, too much paprika? 1. Ingredients ready, 2. fir… https://t.co/d67RdEdnRp 
shoda22_, Mon Apr 20 04:04:46 +0000 2020, -118.377313, 33.854669, that aint bron🤣👎 
KalEL803, Mon Apr 20 04:04:46 +0000 2020, -81.950781, 33.529834, @dominicanraq Damn bae I’m rite here in the atl 
CEC_FelipeDM, Mon Apr 20 04:04:46 +0000 2020, -80.122619, 26.721896, Sdds de quando eu tinha com quem conversar até o dia amanhecer! 
adownie, Mon Apr 20 04:04:46 +0000 2020, -89.266508, 39.739300, @historylvrsclub https://t.co/Fg9JCSc4N9 
geokc44, Mon Apr 20 04:04:46 +0000 2020, -94.675094, 38.931549, Hmmmmm? 
chachisimms1, Mon Apr 20 04:04:46 +0000 2020, -77.931357, 35.738678, No Hustle https://t.co/j8Tl6o5ajv via @YouTube #Insecure #420day #explorepage #Snapchat #Trending #Dm #workready #motivated #Broke 🐐 #Ghana 
nookromario, Mon Apr 20 04:04:46 +0000 2020, -73.831187, 40.670879, @AtomZen1 555 😂โอย พิมพ์ไปขำไป อันนี้ฮ่า 555😂😂 https://t.co/eLgl2TPxhf 
OctoberGodd, Mon Apr 20 04:04:46 +0000 2020, -87.293911, 30.384296, I ain’t even gonna bother this nigga on 4/20 Ong 🤣. Let em enjoy this day. 
dallas_mads, Mon Apr 20 04:04:46 +0000 2020, -85.923699, 39.892098, all of my friends are absolutely stunning. if you’re my friend and you’re reading this, you’re beautiful. don’t forget that pretty please. 
gb_ela, Mon Apr 20 04:04:46 +0000 2020, -117.603783, 34.045158, @delabarber @markwahlberg Um, all of them lmao. 
beccinreallife, Mon Apr 20 04:04:46 +0000 2020, -121.300843, 38.265510, @alexofftopic I want to cry thank you so much for always being a supporter #therealest 
MelisaDaDon, Mon Apr 20 04:04:46 +0000 2020, -77.604684, 41.117936, Where do they live at that it’s still snowing 
nicomarie96, Mon Apr 20 04:04:47 +0000 2020, -82.330269, 29.673172, Aveces no se puede ser buena. 
quanjawn, Mon Apr 20 04:04:47 +0000 2020, -117.802135, 33.733784, what’s done in the dark really do come to light 
goldalchemist72, Mon Apr 20 04:04:47 +0000 2020, -80.149173, 26.150368, I think I’ll need, yes it’s a need, but need to get @CrystalMethyd’s black wedding look tattooed with my other quee… https://t.co/d7HrfjFAlu 
ahummusamoungus, Mon Apr 20 04:04:47 +0000 2020, -97.935192, 29.895606, I have only lost brain cells as I have gotten older 
MelissaFazli, Mon Apr 20 04:04:47 +0000 2020, -117.824049, 33.810159, @RaeMargaret61 @MollyJongFast @JoyArias7 I put a box on my grays last week. It’s not that hard. 🤦🏻‍♀️ 
Tangy__, Mon Apr 20 04:04:47 +0000 2020, -79.272570, 43.629311, Cat can operate door handles oh shit oh shit this is not a drill 
ThanksConfucius, Mon Apr 20 04:04:47 +0000 2020, -83.034363, 42.669887, @finished_em_zel https://t.co/tBlVe2r5sr 
thecatsartist, Mon Apr 20 04:04:47 +0000 2020, -76.507809, 37.090301, @edgar_a_bitch Sorry that's what they call it in the South. 
HellHunty, Mon Apr 20 04:04:47 +0000 2020, -97.552161, 35.482844, @ParamountPics can y’all give me a job on killers of the flower moon since I’m actually Osage?? 
ConstanceJackso, Mon Apr 20 04:04:47 +0000 2020, -96.761753, 32.819858, I'm TIRED Of GOP SUPPORTERS, Who STILL DEFEND DONALD, STFU, There's NO EXCUSE, No Rationalisation, NOTHING CAN MAKE… https://t.co/Cz0xVS3ZDq 
mpechura, Mon Apr 20 04:04:47 +0000 2020, -89.569491, 44.900818, @Yamiche He must need an eye exam PRONTO!!!! 
Laufanua, Mon Apr 20 04:04:47 +0000 2020, -121.873730, 37.331159, When life puts you in a tough situation don’t say “Why me” 
italianprins, Mon Apr 20 04:04:47 +0000 2020, -120.471810, 37.316222, They are far from anything like Rosa Parks. 
sheems_, Mon Apr 20 04:04:47 +0000 2020, -74.366322, 40.712266, @Priya_s7 @imkailashcjoshi @madhubala2705 @Rohitzdreamzz @iconic_awards @sidharth_shukla @hemantkapoor78… https://t.co/DyUZM1koxD 
Samir4021, Mon Apr 20 04:04:48 +0000 2020, -84.667733, 34.053013, Quarantined for my bday. At least I’m safe 
TheReal_33, Mon Apr 20 04:04:47 +0000 2020, -76.255686, 36.895082, https://t.co/PDqfmjEJof 
jalon502, Mon Apr 20 04:04:48 +0000 2020, -85.816098, 38.195839, Imagine if Bron would’ve lost 52 games in a regular season &amp; still made the playoffs... we would’ve never heard the end of It 
edwardcharris, Mon Apr 20 04:04:48 +0000 2020, -111.931711, 34.168253, @jasonriedel Oh good. It's not just me. 
carlyjake, Mon Apr 20 04:04:48 +0000 2020, -117.173571, 34.052874, @brainburp13 We will see a year from now. 
AlwaysReading2, Mon Apr 20 04:04:48 +0000 2020, -76.069946, 36.802541, @kirakosarin That's too complicated and I'm at 5%battery😭How about a follow for being a looonnnggg time follower?😍😍 
ChristopherB18, Mon Apr 20 04:04:48 +0000 2020, -116.569609, 43.578912, @MaymiRoselly @ExatlonTVEEUU Bien elegido, habría elegido esa casa, pero la casa 1 también era buena para pasar est… https://t.co/ndDWFLOFpI 
CJheartart, Mon Apr 20 04:04:48 +0000 2020, -94.491934, 37.018059, @IvankaTrump Or just open up the country immediately! 
iamttree, Mon Apr 20 04:04:48 +0000 2020, -117.320879, 33.226316, Miserable people in general! 
mycatcakeisbest, Mon Apr 20 04:04:48 +0000 2020, -122.630908, 45.536402, Mark my words: My next fantasy basketball team name will be “The Bulls traveling cocaine circus” #TheLastDance 
xx_blesin14, Mon Apr 20 04:04:48 +0000 2020, -89.014027, 42.553041, I will go to a James Arthur concert before I die😂❤️ 
rosestfu, Mon Apr 20 04:04:48 +0000 2020, -74.187304, 40.808510, made a lil bite sized mix of rappers talking ab recollections of the past, i called it war stories. 23 minutes. enj… https://t.co/lXXjDSU7eg 
_AXIII_, Mon Apr 20 04:04:48 +0000 2020, -122.330602, 47.614817, secured more rose petal 🌹 
maiab, Mon Apr 20 04:04:48 +0000 2020, -122.236828, 48.509669, @AndreaFunsten no 
ReddVuitton, Mon Apr 20 04:04:49 +0000 2020, -93.809434, 32.461107, @DMarcquez Because people are being themselves, and I mean their true selves. 
ayyyeitsdes, Mon Apr 20 04:04:49 +0000 2020, -79.420865, 38.003376, @__michealla @CayleyRenae @ashashashlan 
jacksonkid92, Mon Apr 20 04:04:49 +0000 2020, -117.850574, 33.881923, should I cave in and buy a Nintendo switch? 
hernik_, Mon Apr 20 04:04:49 +0000 2020, -73.948775, 40.655138, @jpawgmafia egg 
maliatasiaa, Mon Apr 20 04:04:49 +0000 2020, -83.250197, 31.715455, cereal do sounds good rn 😭 
DragonHawk1959, Mon Apr 20 04:04:49 +0000 2020, -84.312419, 37.739209, @thehill What it is is ... ILLEGAL! And a terrific symbol of Trump's criminality. 
Andres91931581, Mon Apr 20 04:04:49 +0000 2020, -102.558037, 23.625418, Sé real en todo lo que haces. https://t.co/uQmc4XdYmf 
theycallmetweet, Mon Apr 20 04:04:49 +0000 2020, -81.504908, 31.214489, Today has been one hell of a day, but I love making them deposits 🤑 
Bryson35819765, Mon Apr 20 04:04:49 +0000 2020, -76.510792, 38.969966, Be bravePick a eggplant and check your inbox  1🍆2🍆3🍆4🍆5🍆6🍆7🍆8🍆9🍆10🍆11🍆12🍆13🍆14🍆15🍆16🍆17🍆18🍆19🍆20🍆😈😈😈😈 
AKLionMusic, Mon Apr 20 04:04:49 +0000 2020, -79.420865, 38.003376, “Find Your Way” is out now!  I’m excited for y’all to hear this because this is my first song since I released “Vib… https://t.co/bL2GuaI8fu 
Alvallark, Mon Apr 20 04:04:49 +0000 2020, -97.114771, 33.202495, Why am I just now seeing that my ELEMENTARY ART TEACHER 😭 Wished me a Happy Birthday on Facebook. I rarely get on F… https://t.co/pZU2lyWxq3 
Mokarzelk22, Mon Apr 20 04:04:49 +0000 2020, -97.754724, 30.323346, This shit it harder than I thought 
Denriquez16, Mon Apr 20 04:04:49 +0000 2020, -101.816092, 35.211115, Spent the weekend with carlos and it definitely was much need 🥺❤️ 
kimmielovesnana, Mon Apr 20 04:04:49 +0000 2020, -80.476404, 43.430240, What if Russia tried to help trump win the election so Kim Jong-un and President XI could all play him like a fiddl… https://t.co/JslTh9b49s 
Poppets16, Mon Apr 20 04:04:49 +0000 2020, -81.547332, 28.480712, This. ✊ 
CHXCOOO, Mon Apr 20 04:04:49 +0000 2020, -118.163276, 34.685827, Gangstas and sippas was the title and i already knew the beat 😈 
delolaney, Mon Apr 20 04:04:49 +0000 2020, -117.851089, 33.842863, Camp rock 
ChrisCaleo, Mon Apr 20 04:04:49 +0000 2020, -74.006400, 40.714200, #clarkgable #saratoga #1937 #tvwriting #writing #screenwriting #amwriting #scriptnotes #gratitudefornyc @ New York,… https://t.co/SIbb3DIQeR 
nbwjr_, Mon Apr 20 04:04:49 +0000 2020, -118.156711, 33.809172, Almost lost my faith, that restored it. 
MingTheFiveNine, Mon Apr 20 04:04:49 +0000 2020, -96.761753, 32.819858, @plangeypants Now thissssss is it https://t.co/P8Uh7kxNtE 
SandraLEnriquez, Mon Apr 20 04:04:49 +0000 2020, -106.417430, 31.793368, https://t.co/gbHQhA5nzp 
RetroSnicker, Mon Apr 20 04:04:49 +0000 2020, -97.754724, 30.323346, @Sixless https://t.co/c41ytXSQbo 
theylovealyssa, Mon Apr 20 04:04:49 +0000 2020, -117.217920, 33.921924, @findingnikkay 🤣 
pdamian93, Mon Apr 20 04:04:50 +0000 2020, -119.374334, 35.591719, @Alondradessy @bennysoliven https://t.co/1PxCDxQ6Bm 
JayLledo, Mon Apr 20 04:04:50 +0000 2020, -118.411907, 34.020789, 🤯 
yonleiby, Mon Apr 20 04:04:50 +0000 2020, -80.233328, 25.782353, 🏃‍♂️💨 https://t.co/MQvYBtNx2z 
__HighRise, Mon Apr 20 04:04:50 +0000 2020, -77.477105, 39.031160, I decided not to go to work tomorrow and I feel so much more at ease. 
LittleCoopers, Mon Apr 20 04:04:50 +0000 2020, -117.104989, 32.810012, Not just because I like buying you pretty things but because I want a marriage 💍 and a lifetime full of memories including children 
